issue_number,title,url,priority,clusters,comments_count,linked_prs,work_area,evidence,wiki_page
32472,[Bug]: Granite 4.0-H Small immediate EOS token in specific prompt combinations,https://github.com/vllm-project/vllm/issues/32472,12,verification_contract,2,,ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;sampling_logits;speculative_decoding,"ferences between machine learning and deep learning?"" ] sampling_params = SamplingParams( temperature=0, top_p=0.95, max_tokens=256, seed=42, ) llm = LLM( model=MODEL_NAME, trust_remote_code=True, max_num_seqs=3, enforce_eager=False ) print(f""\n{'='*80}"") pri...",cases/32xxx/32472-bug-granite-4-0-h-small-immediate-eos-token-in-specific-prompt-combina.md
33995,[Bug] [torch 2.10] test_routed_input_transform_inside_vs_outside failing,https://github.com/vllm-project/vllm/issues/33995,12,quant_dtype_semantics;verification_contract,1,,ci_build;moe;sampling_logits,"i_build;moe;sampling_logits [2026-02-06T04:41:36Z] [2026-02-06T04:41:36Z] > torch.testing.assert_close( [2026-02-06T04:41:36Z] routed_out_A, [2026-02-06T04:41:36Z] routed_out_B, [2026-02-06T04:41:36Z] atol=1e-3, [2026-02-06T04:41:36Z] rtol=1e-3, [Bug] [torch...",cases/33xxx/33995-bug-torch-2-10-test-routed-input-transform-inside-vs-outside-failing.md
34532,"[Bug]: Realtime API crashes when client terminates connection ""incorrectly""",https://github.com/vllm-project/vllm/issues/34532,12,kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,2,,ci_build;distributed_parallel;frontend_api;model_support;quantization;sampling_logits;scheduler_memory,"=SamplingParams(n=1, presence_penalty=0.0, frequency_penalty=0.0, repetition_penalty=1.0, temperature=0.0, top_p=1.0, top_k=0, min_p=0.0, seed=None, stop=[], stop_token_ids=[], bad_words=[], include_stop_str_in_output=False, ignore_eos=False, max_tokens=1, mi...",cases/34xxx/34532-bug-realtime-api-crashes-when-client-terminates-connection-incorrectly.md
34698,[Feature]: Atomic Rewind & Correct (ARC) via KV-Cache Rollback for Logical Grounding,https://github.com/vllm-project/vllm/issues/34698,12,verification_contract,7,,,gical Grounding erence suffers from 15-30% compute waste (Parasitic Load) due to logical drift and physical reality violations. We propose integrating a monitoring layer support (SDAG Protocol) for Atomic Rewind & Correct (ARC). Motiva... [Feature]: Atomic Re...,cases/34xxx/34698-feature-atomic-rewind-correct-arc-via-kv-cache-rollback-for-logical-gr.md
35562,"[Bug]: MXFP4A16 compressed-tensors quantization produces degenerate output (PPL 22,953 vs 8.74 BF16)",https://github.com/vllm-project/vllm/issues/35562,12,kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,1,,ci_build;gemm_linear;model_support;moe;quantization;sampling_logits,"rate( [""What is the largest planet in our solar system?""], SamplingParams(max_tokens=100, temperature=0.0), ) print(outputs[0].outputs[0].text) # Expected: coherent answer about Jupiter # Actual: ""France France France France France France France..."" ``` ### B...",cases/35xxx/35562-bug-mxfp4a16-compressed-tensors-quantization-produces-degenerate-outpu.md
36589,[Bug]: SM 7.5 extreme slowness hangs indefinitely on T4 (vllm 0.17.0 with Qwen3.5-27B),https://github.com/vllm-project/vllm/issues/36589,12,prefix_cache_equivalence;kv_identity_concurrency;verification_contract;backend_specific_drift,5,,attention_kv_cache;frontend_api;multimodal_vlm;quantization;scheduler_memory,"scheduler_memory s/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 10.3%, Prefix cache hit rate: 0.0% qwen3.5-27b | (APIServer pid=1) INFO 03-10 02:33:48 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg gen... [Bug]: SM 7.5 extre...",cases/36xxx/36589-bug-sm-7-5-extreme-slowness-hangs-indefinitely-on-t4-vllm-0-17-0-with-.md
37658,"[Bug]: Frontend Abort Fails to Stop Qwen3.5-122B Generation Loop, vLLM Backend Runs Indefinitely with Near-Full GPU Memory Utilization",https://github.com/vllm-project/vllm/issues/37658,12,prefix_cache_equivalence;kv_identity_concurrency;verification_contract;backend_specific_drift,5,,attention_kv_cache;frontend_api;model_support;scheduler_memory,"scheduler_memory s/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 11.9%, Prefix cache hit rate: 0.0% (APIServer pid=3729549) INFO 03-20 16:08:31 [metrics.py:100] SpecDecoding metrics: Mean acceptance length: 3.00, Accepted thr... [Bug]: Frontend Abo...",cases/37xxx/37658-bug-frontend-abort-fails-to-stop-qwen3-5-122b-generation-loop-vllm-bac.md
38980,[Bug]: ModelOpt NVFP4 Qwen3-30B-A3B export fails to load on DGX Spark/GB10 (missing _double_scale key),https://github.com/vllm-project/vllm/issues/38980,12,quant_dtype_semantics,0,,attention_kv_cache;model_support;moe;quantization;sampling_logits,;sampling_logits e a missing export artifact. It looks more like a naming/loader contract mismatch for Qwen3 MoE ModelOpt NVFP4. ### Reproduction Our alternative validation script runs the model inside the official NVIDIA vLLM container... [Bug]: ModelOpt NVF...,cases/38xxx/38980-bug-modelopt-nvfp4-qwen3-30b-a3b-export-fails-to-load-on-dgx-spark-gb1.md
40268,[Feature]: KV Cache Eviction support ARC,https://github.com/vllm-project/vllm/issues/40268,12,prefix_cache_equivalence;batch_invariance;kv_identity_concurrency;verification_contract,1,,attention_kv_cache;distributed_parallel;frontend_api;gemm_linear;model_support;scheduler_memory,"scheduler_memory s (agents, RAG context) | More blocks per hot prefix → eviction loss per cache miss grows | | Higher concurrency | More simultaneous request completions → larger burst pollution events | | Disaggregated Prefill/Decode |... [Feature]: KV Cache...",cases/40xxx/40268-feature-kv-cache-eviction-support-arc.md
41884,[Bug][V1][Hybrid] IndexError in get_temporal_copy_spec during DFlash speculative decoding + prefix caching,https://github.com/vllm-project/vllm/issues/41884,12,prefix_cache_equivalence;kv_identity_concurrency;verification_contract;backend_specific_drift,0,,,"prefix caching get_temporal_copy_spec`. APIServer then shuts down cleanly. The crash is non-deterministic — triggered by a specific acceptance pattern during DFlash decode + Mamba SSM state copy. ## Stack Trace ``` File ""vllm/v1/worke... [Bug][V1][Hybrid] Ind...",cases/41xxx/41884-bug-v1-hybrid-indexerror-in-get-temporal-copy-spec-during-dflash-specu.md
42119,"[Bug]: LMCache external KV keys omit prompt_embeds content, allowing same-length embedding prompts to share stale KV",https://github.com/vllm-project/vllm/issues/42119,12,prefix_cache_equivalence;kv_identity_concurrency;quant_dtype_semantics,0,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;model_support;scheduler_memory,"2. Send A `prompt_embeds` 10 times and B `prompt_embeds` 10 times. 3. Confirm A and B are deterministic and distinct. 4. Start LMCache with persistent FS storage and vLLM with `LMCacheMPConnector`. 5. Send A `prompt_embeds` with `cache_salt=""same""` to warm LM...",cases/42xxx/42119-bug-lmcache-external-kv-keys-omit-prompt-embeds-content-allowing-same-.md
42354,[Bug]: Distributed inference hanging on a 2 node DGX spark cluster with Mistral 3.5 Medium 128B with TP=2,https://github.com/vllm-project/vllm/issues/42354,12,prefix_cache_equivalence;kv_identity_concurrency;verification_contract;backend_specific_drift,0,,activation_norm;attention_kv_cache;ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;sampling_logits;scheduler_memory;speculative_decoding,"oughput: 3.0 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0% (APIServer pid=1071) INFO 05-11 22:50:53 [v1/metrics/loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 2.0...",cases/42xxx/42354-bug-distributed-inference-hanging-on-a-2-node-dgx-spark-cluster-with-m.md
42655,[Bug]: Async double streaming_update can break the request ID -> previous batch row mapping and crash the engine,https://github.com/vllm-project/vllm/issues/42655,12,kernel_autotune_reduction;verification_contract,1,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;sampling_logits;scheduler_memory;speculative_decoding,"m.v1.engine.exceptions.EngineDeadError: EngineCore encountered an issue. ``` So this is a deterministic reproducer that advances through legal double `streaming_update` state, keeps speculative placeholder decode alive for the resumed request, and then kills...",cases/42xxx/42655-bug-async-double-streaming-update-can-break-the-request-id-previous-ba.md
42842,"Code quality scan: 233 findings (A-, 81/100)",https://github.com/vllm-project/vllm/issues/42842,12,verification_contract;backend_specific_drift,3,,ci_build;frontend_api;hardware_porting,"i;hardware_porting tial / secret patterns**: 5 ## Top issues, with file & line _These are deterministic rule-based findings — the file paths and line numbers below are real and can be verified in your tree._ 1. **[critical]** Docker image... Code quality scan...",cases/42xxx/42842-code-quality-scan-233-findings-a-81-100.md
43810,[Bug]: extract_hidden_states CUDA graph padding writes PADDING_SLOT_ID=-1 into last hidden-state KV slot,https://github.com/vllm-project/vllm/issues/43810,12,kv_identity_concurrency,0,,attention_kv_cache;distributed_parallel;frontend_api;model_support;sampling_logits,"t;sampling_logits 9. This may be related to #39247, but this report is specifically about deterministic hidden-state corruption rather than an illegal memory access. ### Exact flags / shape - `speculative_config.method = ""extract_hidden_... [Bug]: extract_hid...",cases/43xxx/43810-bug-extract-hidden-states-cuda-graph-padding-writes-padding-slot-id-1-.md
1670,[Bug] Misaligned output from ChatGLM2 compared to HuggingFace version,https://github.com/vllm-project/vllm/issues/1670,11,verification_contract,1,,frontend_api;model_support;sampling_logits,";sampling_logits 本可能存在兼容性问题，` correctness frontend_api;model_support;sampling_logits cuda mismatch;slowdown env_dependency I am using vLLM to generate responses from ChatGLM2 models. However, I found sometimes vLLM does not output exact... [Bug] Misaligned ou...",cases/01xxx/1670-bug-misaligned-output-from-chatglm2-compared-to-huggingface-version.md
1847,"[Error] ""IndexError: shape mismatch: indexing tensors could not be broadcast together with shapes""  when logprobs > 0",https://github.com/vllm-project/vllm/issues/1847,11,kv_identity_concurrency;quant_dtype_semantics;verification_contract,4,,,"[Error] ""IndexError: shape mismatch: indexing tensors could not be broadcast together with shapes"" when logprobs > 0 [Error] ""IndexError: shape mismatch: indexing tensors could not be broadcast together with shapes"" when logprobs > 0 stale When I use `logprob...",cases/01xxx/1847-error-indexerror-shape-mismatch-indexing-tensors-could-not-be-broadcas.md
2758,Llama Guard inconsistent output between HuggingFace's Transformers and vLLM,https://github.com/vllm-project/vllm/issues/2758,11,quant_dtype_semantics,6,,,"formers and vLLM follows are working code snippets for the two libraries for which I get different outputs. The prompt is ""How do I create a virus?"". TRANSFORMERS ```python from transformers import AutoTokenizer, AutoModelForCausalLM im... Llama Guard inconsi...",cases/02xxx/2758-llama-guard-inconsistent-output-between-huggingface-s-transformers-and.md
4843,[Misc]: How to Load an Already Instantiated Hugging Face Model into vLLM for Inference?,https://github.com/vllm-project/vllm/issues/4843,11,unclustered_bitwise,2,,activation_norm;frontend_api;gemm_linear;model_support;sampling_logits,";sampling_logits the Hub. huggingface_hub.errors.HFValidationError: Repo id must use alphanumeric chars or '-', '_', '.', '--' and '..' are forbidden, '-' and '.' cannot start or end the name, max length is 96: 'GPT2LMHeadModel( (transf... [Misc]: How to Load...",cases/04xxx/4843-misc-how-to-load-an-already-instantiated-hugging-face-model-into-vllm-.md
8223,[Bug]: Poor TTFT performance with simultaneous --enable-chunked-prefill and --enable-prefix-caching,https://github.com/vllm-project/vllm/issues/8223,11,prefix_cache_equivalence;kernel_autotune_reduction;kv_identity_concurrency;verification_contract;backend_specific_drift,2,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;scheduler_memory;speculative_decoding,"ulative_decoding * and **180**, respectively. From the logs, I observed that the **prefix cache hit rate** reaches **94.5%**, confirming that the cache mechanism is working. However, despite this high hit rate, the Time to First Token (... [Bug]: Poor TTFT pe...",cases/08xxx/8223-bug-poor-ttft-performance-with-simultaneous-enable-chunked-prefill-and.md
9571,[Bug]: Incomplete XML Output for Certain Prompts with Temperature=0,https://github.com/vllm-project/vllm/issues/9571,11,batch_invariance;verification_contract,2,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;speculative_decoding,"[Bug]: Incomplete XML Output for Certain Prompts with Temperature=0 ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;speculative_decoding nce frameworks, the XML format output is correct and complete. Steps to reproduc...",cases/09xxx/9571-bug-incomplete-xml-output-for-certain-prompts-with-temperature-0.md
9918,[Bug]: illegal memory access error when using prefix caching,https://github.com/vllm-project/vllm/issues/9918,11,prefix_cache_equivalence;verification_contract,7,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;quantization;sampling_logits;speculative_decoding,"python import torch from vllm import LLM, SamplingParams sampling_params = SamplingParams(temperature=0, max_tokens=8192, s... [Bug]: illegal memory access error when using prefix caching ### Your current environment ### Model Input Dumps _No response_ ### 🐛...",cases/09xxx/9918-bug-illegal-memory-access-error-when-using-prefix-caching.md
10074,[Bug]: Outputs are different at separate runs,https://github.com/vllm-project/vllm/issues/10074,11,verification_contract,6,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;speculative_decoding,"hat can read the contents of clipboard aloud using tts""] sampling_params = SamplingParams(temperature=0.0,max_tokens=770) return [(prompt, sampling_params) for prompt in test_case] def process_requests(engine, test_prompts): np.random.seed(0) intervals = np.r...",cases/10xxx/10074-bug-outputs-are-different-at-separate-runs.md
10283,[Bug]: LLM initialization time increases significantly with larger tensor parallel size and Ray,https://github.com/vllm-project/vllm/issues/10283,11,kernel_autotune_reduction;quant_dtype_semantics;verification_contract;backend_specific_drift,5,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;quantization;sampling_logits,"tput_len in requests: prompts.append(prompt) sampling_params.append( SamplingParams( n=n, temperature=0.0 if use_beam_search else 1.0, top_p=1.0, use_beam_search=use_beam_search, ignore_eos=True, max_tokens=output_len, ) ) start = time.perf_counter() ray.get(...",cases/10xxx/10283-bug-llm-initialization-time-increases-significantly-with-larger-tensor.md
10713,"[Usage]: vllm infer with 2 * Nvidia-L20, output repeat !!!!",https://github.com/vllm-project/vllm/issues/10713,11,quant_dtype_semantics;verification_contract,7,,,"query}) completion = client.chat.completions.create( model=model_name, messages=messages, temperature=0.1, top_p=0.9, max_tokens=4096, tools=[], extra_body={ ""repetition_penalty"": 1.05, }, ) req_id = completion.id total_token = completion.usage.total_tokens c...",cases/10xxx/10713-usage-vllm-infer-with-2-nvidia-l20-output-repeat.md
13414,[RFC]: Prompt logprobs + APC compatibility,https://github.com/vllm-project/vllm/issues/13414,11,prefix_cache_equivalence;verification_contract,5,,,"C compatibility obs alongside APC is how to recover the topk prompt logprobs from an APC cache hit. The existing APC implementation does not cache prompt logprobs; upon a cache hit, cached blocks are treated as ""computed"" & no prompt l... [RFC]: Prompt logpro...",cases/13xxx/13414-rfc-prompt-logprobs-apc-compatibility.md
13486,[Performance]: Implement expert caching strategies,https://github.com/vllm-project/vllm/issues/13486,11,prefix_cache_equivalence;kv_identity_concurrency;verification_contract,6,,,"ching strategies t{experts per layer}) \times 58 \, (\text{layers}) = 464. $$ Assuming a cache hit ratio of 20%, the number of experts already in cache is: $$ \text{Cached Experts} = 0.2 \times 464 \approx 93. $$ Thus, the number of exp... [Performance]: Impl...",cases/13xxx/13486-performance-implement-expert-caching-strategies.md
18452,[Bug]: v0.8.5.post1 Eagle3 broken with llama3-70b,https://github.com/vllm-project/vllm/issues/18452,11,prefix_cache_equivalence;kv_identity_concurrency;verification_contract,5,,attention_kv_cache;distributed_parallel;frontend_api;model_support;scheduler_memory,"scheduler_memory ns/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0% DEBUG 05-21 02:19:28 [loggers.py:111] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/... [Bug]: v0.8.5.post1...",cases/18xxx/18452-bug-v0-8-5-post1-eagle3-broken-with-llama3-70b.md
20265,[RFC]: Online inference benchmark tool for multi-turn conversations,https://github.com/vllm-project/vllm/issues/20265,11,kv_identity_concurrency;verification_contract;backend_specific_drift,2,,,"n conversations responses (`--verify-output`). (Should be used with temperature of 0 for deterministic results). --- **Example usage:** Input JSON file `generate_multi_turn.json` (for generation of synthetic conversations): ``` { ""file... [RFC]: Online infere...",cases/20xxx/20265-rfc-online-inference-benchmark-tool-for-multi-turn-conversations.md
20657,"[Bug]: [multiproc_executor.py:140] Worker proc VllmWorker-2 died unexpectedly, shutting down executor.",https://github.com/vllm-project/vllm/issues/20657,11,prefix_cache_equivalence;kv_identity_concurrency;verification_contract;backend_specific_drift,3,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;quantization;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding s, Running: 1 reqs, Waiting: 121 reqs, GPU KV cache usage: 56.2%, Prefix cache hit rate: 59.6% INFO 07-08 10:35:44 [loggers.py:118] Engine 000: Avg prompt throughput: 576.5 tokens/s, Avg generation throughput: 14.2 toke... [Bug]: [multiproc_e...",cases/20xxx/20657-bug-multiproc-executor-py-140-worker-proc-vllmworker-2-died-unexpected.md
21017,[Performance]: current slide window kv manager can lead to more cache miss in certain cases.,https://github.com/vllm-project/vllm/issues/21017,11,prefix_cache_equivalence;kv_identity_concurrency,4,,,[Performance]: current slide window kv manager can lead to more cache miss in certain cases. [Performance]: current slide window kv manager can lead to more cache miss in certain cases. performance;stale ### Proposal to improve performance https://github.com/...,cases/21xxx/21017-performance-current-slide-window-kv-manager-can-lead-to-more-cache-mis.md
25267,[Bug]: [PD][NixlConnector] Full-prefix cache hit not triggering on subsequent calls,https://github.com/vllm-project/vllm/issues/25267,11,prefix_cache_equivalence;verification_contract,1,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;scheduler_memory;speculative_decoding,[Bug]: [PD][NixlConnector] Full-prefix cache hit not triggering on subsequent calls ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;scheduler_memory;speculative_decoding [Bug]: [PD][NixlConnector] Full-prefix cache hi...,cases/25xxx/25267-bug-pd-nixlconnector-full-prefix-cache-hit-not-triggering-on-subsequen.md
26692,[Usage]:  How to release KVCache?,https://github.com/vllm-project/vllm/issues/26692,11,prefix_cache_equivalence;kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract,2,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;scheduler_memory;speculative_decoding,"ulative_decoding s/s, Running: 3 reqs, Waiting: 0 reqs, GPU KV cache usage: 62.9%, Prefix cache hit rate: 63.2% Thanks in advance for your help!"" ### Before submitting a new issue... - [x] Make sure you already searched for relevant iss... [Usage]: How to rel...",cases/26xxx/26692-usage-how-to-release-kvcache.md
27465,"[Bug]: onednn_mm crashes on consecutive bf16, f32 matmuls with same M,K,N",https://github.com/vllm-project/vllm/issues/27465,11,kv_identity_concurrency;quant_dtype_semantics;verification_contract,4,,,"dnn_mm( b_f32.t(), ) out_f32 = ops.onednn_mm(handler_f32, a_f32, bias=None) torch.testing.assert_close(out_f32, out_f32_ref) print(""Done FP32"", flush=True) ## bf16 a_bf16 = torch.rand((m, k), dtype=torch.bfloat16, device=device) b_bf16 = torch.rand((n, k), dt...",cases/27xxx/27465-bug-onednn-mm-crashes-on-consecutive-bf16-f32-matmuls-with-same-m-k-n.md
32452,[Bug]: `is_strictly_contiguous` assertion fails in FlashInfer TRTLLM decode path on Blackwell for Scout,https://github.com/vllm-project/vllm/issues/32452,11,quant_dtype_semantics;verification_contract;backend_specific_drift,1,#32008,attention_kv_cache;distributed_parallel;hardware_porting;model_support;moe;quantization;sampling_logits,"model_len=4096, ) prompts = [""The capital of France is""] sampling_params = SamplingParams(temperature=0, max_tokens=20) # This will fail with AssertionError on is_strictly_contiguous outputs = llm.generate(prompts, sampling_params) print(outputs[0].outputs[0]...",cases/32xxx/32452-bug-is-strictly-contiguous-assertion-fails-in-flashinfer-trtllm-decode.md
33279,[Feature]: Environment Variable to Control Triton Autotuning,https://github.com/vllm-project/vllm/issues/33279,11,kernel_autotune_reduction;verification_contract;backend_specific_drift,2,,,riton Autotuning xecution paths. These issues have surfaced repeatedly in the project: - Non-deterministic behavior caused by Triton autotuning: [#25194](https://github.com/vllm-project/vllm/issues/25194) - Slow startup time: [#19824](h... [Feature]: Environm...,cases/33xxx/33279-feature-environment-variable-to-control-triton-autotuning.md
33434,[Feature]: Add prefix cache state metrics for KV cache monitoring,https://github.com/vllm-project/vllm/issues/33434,11,prefix_cache_equivalence;kv_identity_concurrency;verification_contract,5,,,ache monitoring or: - Capacity planning in production deployments - Understanding prefix cache hit rates in context of memory usage - Auto-scaling decisions based on actual available capacity [Feature]: Add prefix cache state metrics for KV cache monitoring #...,cases/33xxx/33434-feature-add-prefix-cache-state-metrics-for-kv-cache-monitoring.md
33865,[Bug]: OpenAI-compatible Embeddings API intermittently crashes with multimodal cache assertion (`Expected a cached item for mm_hash`) on Qwen3-VL-Embedding-8B,https://github.com/vllm-project/vllm/issues/33865,11,prefix_cache_equivalence;quant_dtype_semantics;verification_contract,6,,,"onse. - vLLM should not `assert` and crash due to a missing multimodal cache item; if the cache misses, it should recompute the multimodal features or safely reject the request and clean up request state so the output handler does not assert. ## Additional no...",cases/33xxx/33865-bug-openai-compatible-embeddings-api-intermittently-crashes-with-multi.md
35168,[CI] Ngram speculative decoding accuracy below 66% threshold,https://github.com/vllm-project/vllm/issues/35168,11,verification_contract,1,,ci_build;model_support;speculative_decoding,[CI] Ngram speculative decoding accuracy below 66% threshold ci_build;model_support;speculative_decoding [CI] Ngram speculative decoding accuracy below 66% threshold ci-failure ## Name of failing test - `v1/e2e/test_spec_decode.py::test_ngram_and_suffix_corre...,cases/35xxx/35168-ci-ngram-speculative-decoding-accuracy-below-66-threshold.md
35188,[Feature]: Asynchronous Logit Scrubbing (ALS) for Proactive Path Pruning and 85% Efficiency Gain,https://github.com/vllm-project/vllm/issues/35188,11,verification_contract,1,,attention_kv_cache;frontend_api;model_support;sampling_logits;scheduler_memory,;scheduler_memory :** **Logit Sidecar Audit:** A non-blocking monitor that analyzes logit drift (Entropy/VDU) in parallel with the next hidden state computation. **Deterministic Inference Rewind:** Low-level access to the Block Manager t... [Feature]: Asynchr...,cases/35xxx/35188-feature-asynchronous-logit-scrubbing-als-for-proactive-path-pruning-an.md
36669,[Bug]: DeepSeek-OCR v1 crashes with TensorSchema mismatch when images_crop is empty (small images ≤640px),https://github.com/vllm-project/vllm/issues/36669,11,quant_dtype_semantics;verification_contract,0,,ci_build;frontend_api;model_support;sampling_logits,[Bug]: DeepSeek-OCR v1 crashes with TensorSchema mismatch when images_crop is empty (small images ≤640px) ci_build;frontend_api;model_support;sampling_logits [Bug]: DeepSeek-OCR v1 crashes with TensorSchema mismatch when images_crop is empty (small images ≤64...,cases/36xxx/36669-bug-deepseek-ocr-v1-crashes-with-tensorschema-mismatch-when-images-cro.md
37003,[RFC]: Context-Aware KV-Cache Retention API (Prioritized Evictions),https://github.com/vllm-project/vllm/issues/37003,11,prefix_cache_equivalence;kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract,1,,,"ized Evictions) current load, other agents evict them via LRU. When the session resumes: cache miss, full recomputation of the entire context — which grows to 70K–200K tokens by session end. Hard pinning doesn't scale. What's needed is... [RFC]: Context-Aware...",cases/37xxx/37003-rfc-context-aware-kv-cache-retention-api-prioritized-evictions.md
39223,"[Bug]: Nemotron 3 super has corrupted output on 0.19.0, no issues on 0.18.1",https://github.com/vllm-project/vllm/issues/39223,11,prefix_cache_equivalence;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,1,,,"ssues on 0.18.1 ns/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 37.7% (APIServer pid=1) INFO: 10.39.171.227:42706 - ""POST /v1/chat/completions HTTP/1.1"" 200 OK (APIServer pid=1) INFO 04-07 19:59... [Bug]: Nemotron 3 su...",cases/39xxx/39223-bug-nemotron-3-super-has-corrupted-output-on-0-19-0-no-issues-on-0-18-.md
39680,[Performance]: Qwen3.5 with mtp is slower than without,https://github.com/vllm-project/vllm/issues/39680,11,prefix_cache_equivalence;batch_invariance;kv_identity_concurrency;verification_contract,4,,,"er than without ns/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.1%, Prefix cache hit rate: 44.5%, MM cache hit rate: 16.7% with mtp (APIServer pid=1409788) INFO 04-09 11:17:53 [loggers.py:259] Engine 000: Avg prompt throu... [Performance]: Qwen3...",cases/39xxx/39680-performance-qwen3-5-with-mtp-is-slower-than-without.md
40106,"[Bug]: Gemma4 multimodal: missing vision-aware bidirectional attention mask for use_bidirectional_attention=""vision"" models",https://github.com/vllm-project/vllm/issues/40106,11,verification_contract,3,,,"""vision"" models ts any multimodal use case (generation, logprobs) and causes significant numerical divergence compared to the HF reference, concentrated on image token positions. ### Reproduction Running a teacher-forcing forward pass... [Bug]: Gemma4 multimo...",cases/40xxx/40106-bug-gemma4-multimodal-missing-vision-aware-bidirectional-attention-mas.md
41902,"Bug report: vLLM gpt-oss-120b returns content=null, reasoning=null with completion_tokens > 0",https://github.com/vllm-project/vllm/issues/41902,11,verification_contract;backend_specific_drift,2,,ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;moe;sampling_logits;speculative_decoding,"ulative_decoding ss complex prompts, `medium` *sometimes* surfaces content — but it's not deterministic. `reasoning` is always null in our reproductions. ## Suspected cause gpt-oss uses a multi-channel ""harmony"" output format (analysis... Bug report: vLLM gpt...",cases/41xxx/41902-bug-report-vllm-gpt-oss-120b-returns-content-null-reasoning-null-with-.md
41938,[Feature]: Opt-in: stop caching KV blocks after thinking start tokens,https://github.com/vllm-project/vllm/issues/41938,11,prefix_cache_equivalence;batch_invariance;kernel_autotune_reduction;kv_identity_concurrency;verification_contract,0,,,"ng start tokens gistered in the cache pool, freeing space for reusable entries. - Prefix cache hit rate is identical (prompt blocks are reused equally in both modes), confirming the feature only affects thinking blocks. - Feature OFF s... [Feature]: Opt-in: s...",cases/41xxx/41938-feature-opt-in-stop-caching-kv-blocks-after-thinking-start-tokens.md
43315,[Bug]: b12x NSA+MTP speculative decoding hangs on PCIe TP=8 — NCCL topology-aware scheduling fix,https://github.com/vllm-project/vllm/issues/43315,11,kv_identity_concurrency;verification_contract;backend_specific_drift,1,,attention_kv_cache;distributed_parallel;hardware_porting;scheduler_memory;speculative_decoding,"ulative_decoding ), vLLM **always hangs** during decode. This is not intermittent — it is deterministic. ### Root Cause Three layers of conflict: 1. **NCCL on PCIe topology**: NCCL's default ring/tree communication pattern conflicts wit... [Bug]: b12x NSA+MTP...",cases/43xxx/43315-bug-b12x-nsa-mtp-speculative-decoding-hangs-on-pcie-tp-8-nccl-topology.md
44012,[Bug]: Responses API + `text.format` json_schema is not grammar-constrained when a reasoning parser is enabled — output escapes into the unconstrained `reasoning` channel,https://github.com/vllm-project/vllm/issues/44012,11,quant_dtype_semantics;backend_specific_drift,0,,ci_build;frontend_api;model_support;moe;quantization;sampling_logits;speculative_decoding,"nd reports, per request, the classification (`valid` / `invalid-json` / `empty` / `schema-mismatch`) and the channel the text landed in (`message`/`content` = grammar-constrained, `reasoning` = unconstrained). ``` export VLLM_BASE_URL=https://your-vllm/v1 exp...",cases/44xxx/44012-bug-responses-api-text-format-json-schema-is-not-grammar-constrained-w.md
